rosettacode_name,rosettacode_url,matched,master_row_index
Vala,https://rosettacode.org/wiki/Vala,True,11145.0
Vale,https://rosettacode.org/wiki/Vale,True,11147.0
Vedit macro language,https://rosettacode.org/wiki/Vedit_macro_language,False,
Verbexx,https://rosettacode.org/wiki/Verbexx,False,
Verilog,https://rosettacode.org/wiki/Verilog,True,10542.0
Vim Script,https://rosettacode.org/wiki/Vim_Script,True,11227.0
Visual Basic,https://rosettacode.org/wiki/Visual_Basic,True,11250.0
Visual Basic .NET,https://rosettacode.org/wiki/Visual_Basic_.NET,True,8593.0
Visual FoxPro,https://rosettacode.org/wiki/Visual_FoxPro,True,11257.0
Visual Objects,https://rosettacode.org/wiki/Visual_Objects,True,11260.0
Visual Prolog,https://rosettacode.org/wiki/Visual_Prolog,True,11263.0
Viua VM assembly,https://rosettacode.org/wiki/Viua_VM_assembly,False,
Vorpal,https://rosettacode.org/wiki/Vorpal,False,
Vox,https://rosettacode.org/wiki/Vox,False,
Vyxal,https://rosettacode.org/wiki/Vyxal,True,11308.0
WDTE,https://rosettacode.org/wiki/WDTE,False,
WML,https://rosettacode.org/wiki/WML,True,3711.0
Waduzitdo,https://rosettacode.org/wiki/Waduzitdo,True,11316.0
Wart,https://rosettacode.org/wiki/Wart,True,11328.0
WebAssembly,https://rosettacode.org/wiki/WebAssembly,True,11358.0
Wee Basic,https://rosettacode.org/wiki/Wee_Basic,True,11372.0
Whenever,https://rosettacode.org/wiki/Whenever,True,11404.0
Whitespace,https://rosettacode.org/wiki/Whitespace,True,11243.0
Wisp,https://rosettacode.org/wiki/Wisp,True,11465.0
Wollok,https://rosettacode.org/wiki/Wollok,True,11491.0
Woma,https://rosettacode.org/wiki/Woma,False,
Wortel,https://rosettacode.org/wiki/Wortel,False,
Wrapl,https://rosettacode.org/wiki/Wrapl,False,
Wren,https://rosettacode.org/wiki/Wren,True,11517.0
X-script,https://rosettacode.org/wiki/X-script,True,11555.0
X10,https://rosettacode.org/wiki/X10,True,11560.0
X86 Assembly,https://rosettacode.org/wiki/X86_Assembly,True,11566.0
X86-64 Assembly,https://rosettacode.org/wiki/X86-64_Assembly,False,
XBS,https://rosettacode.org/wiki/XBS,False,
XBase,https://rosettacode.org/wiki/XBase,True,11574.0
XBasic,https://rosettacode.org/wiki/XBasic,True,11546.0
XEec,https://rosettacode.org/wiki/XEec,True,11597.0
XL,https://rosettacode.org/wiki/XL,True,10803.0
XLISP,https://rosettacode.org/wiki/XLISP,False,
XPL0,https://rosettacode.org/wiki/XPL0,True,11645.0
XPath 2.0,https://rosettacode.org/wiki/XPath_2.0,False,
XProc,https://rosettacode.org/wiki/XProc,True,11649.0
XProfan,https://rosettacode.org/wiki/XProfan,True,11650.0
XQuery,https://rosettacode.org/wiki/XQuery,True,11653.0
XS,https://rosettacode.org/wiki/XS,True,11656.0
XSLT,https://rosettacode.org/wiki/XSLT,True,11662.0
XSLT 1.0,https://rosettacode.org/wiki/XSLT_1.0,False,
XSLT 2.0,https://rosettacode.org/wiki/XSLT_2.0,False,
XTalk,https://rosettacode.org/wiki/XTalk,False,
XUL,https://rosettacode.org/wiki/XUL,False,
Xanadu,https://rosettacode.org/wiki/Xanadu,False,
Xojo,https://rosettacode.org/wiki/Xojo,True,11637.0
YAMLScript,https://rosettacode.org/wiki/YAMLScript,False,
Ya,https://rosettacode.org/wiki/Ya,False,
Yabasic,https://rosettacode.org/wiki/Yabasic,True,11692.0
Yacas,https://rosettacode.org/wiki/Yacas,True,11695.0
Yorick,https://rosettacode.org/wiki/Yorick,True,11740.0
Z80 Assembly,https://rosettacode.org/wiki/Z80_Assembly,False,
ZED,https://rosettacode.org/wiki/ZED,True,11783.0
ZPL,https://rosettacode.org/wiki/ZPL,True,11840.0
ZX Spectrum Basic,https://rosettacode.org/wiki/ZX_Spectrum_Basic,False,
Zig,https://rosettacode.org/wiki/Zig,True,11810.0
Zkl,https://rosettacode.org/wiki/Zkl,False,
Zoea,https://rosettacode.org/wiki/Zoea,False,
Zoea Visual,https://rosettacode.org/wiki/Zoea_Visual,False,
Zonnon,https://rosettacode.org/wiki/Zonnon,True,11832.0
Zoomscript,https://rosettacode.org/wiki/Zoomscript,False,
ΜC++,https://rosettacode.org/wiki/ΜC++,True,863.0
МК-61/52,https://rosettacode.org/wiki/МК-61/52,False,
உயிர்/Uyir,https://rosettacode.org/wiki/உயிர்/Uyir,False,
