rosettacode_name,rosettacode_url,rosettacode_summary,rosettacode_tasks_count
YAMLScript,https://rosettacode.org/wiki/YAMLScript,,41
Ya,https://rosettacode.org/wiki/Ya,,1
Yabasic,https://rosettacode.org/wiki/Yabasic,,576
Yacas,https://rosettacode.org/wiki/Yacas,,6
Yorick,https://rosettacode.org/wiki/Yorick,,38
Z80 Assembly,https://rosettacode.org/wiki/Z80_Assembly,,127
ZED,https://rosettacode.org/wiki/ZED,,4
ZPL,https://rosettacode.org/wiki/ZPL,,2
ZX Spectrum Basic,https://rosettacode.org/wiki/ZX_Spectrum_Basic,,217
Zig,https://rosettacode.org/wiki/Zig,,319
Zkl,https://rosettacode.org/wiki/Zkl,,1012
Zoea,https://rosettacode.org/wiki/Zoea,,29
Zoea Visual,https://rosettacode.org/wiki/Zoea_Visual,,27
Zonnon,https://rosettacode.org/wiki/Zonnon,,27
Zoomscript,https://rosettacode.org/wiki/Zoomscript,,10
ΜC++,https://rosettacode.org/wiki/ΜC++,,0
МК-61/52,https://rosettacode.org/wiki/МК-61/52,,85
உயிர்/Uyir,https://rosettacode.org/wiki/உயிர்/Uyir,,3
